1.png	[{"transcription": "IBKWM센터 광주", "points": [[484, 65], [2676, 65], [2676, 295], [484, 295]]}, {"transcription": "|BK기업은행", "points": [[2783, 69], [3348, 61], [3350, 161], [2784, 169]]}, {"transcription": "|BK투자증권", "points": [[2791, 165], [3364, 165], [3364, 266], [2791, 266]]}]
88.png	[{"transcription": "T래리", "points": [[297, 82], [939, 349], [797, 684], [155, 417]]}, {"transcription": "타라마볶이방국", "points": [[874, 82], [2747, 784], [2515, 1460], [619, 758]]}, {"transcription": "0크트의를트 & 1899-00266tht1-travelk", "points": [[999, 1069], [2696, 1621], [2648, 1766], [950, 1213]]}]
89.png	[{"transcription": "어아아행국아행사주도노중통도 설맥 /신티학아바장지4닭/장궁장판", "points": [[653, 374], [3383, 1536], [3320, 1690], [590, 527]]}, {"transcription": "스주회남판관광어명사", "points": [[687, 634], [3372, 1758], [3219, 2136], [534, 1013]]}, {"transcription": "HONANTOUR", "points": [[579, 956], [1037, 1145], [995, 1250], [537, 1061]]}, {"transcription": "표장화:62Z2-720", "points": [[1868, 1625], [2920, 2043], [2860, 2201], [1808, 1783]]}, {"transcription": "4F", "points": [[3271, 1922], [3380, 1908], [3398, 2053], [3289, 2067]]}]
9.png	[{"transcription": "LIVAR", "points": [[1113, 25], [1915, 16], [1917, 229], [1115, 239]]}, {"transcription": "KITCHEN", "points": [[2005, 82], [2577, 82], [2577, 210], [2005, 210]]}, {"transcription": "현대리바트", "points": [[492, 123], [799, 123], [799, 197], [492, 197]]}, {"transcription": "광주전시장 Tel 385-6093", "points": [[2892, 115], [3618, 111], [3618, 185], [2892, 189]]}, {"transcription": "Y", "points": [[58, 140], [138, 140], [138, 173], [58, 173]]}, {"transcription": "UN사", "points": [[111, 132], [280, 132], [280, 189], [111, 189]]}]
90.png	[{"transcription": "전트 진", "points": [[279, 283], [2369, 1525], [2113, 2008], [0, 766]]}]
91.png	[{"transcription": "발피 초차", "points": [[1076, 251], [2352, 185], [2378, 611], [1101, 677]]}, {"transcription": "셀내포장마차", "points": [[2482, 304], [3097, 271], [3107, 434], [2492, 468]]}, {"transcription": "소노4", "points": [[119, 431], [241, 420], [253, 540], [132, 552]]}, {"transcription": "제전음식전문", "points": [[475, 425], [981, 395], [992, 551], [485, 581]]}, {"transcription": "예약전약 062-33-3995", "points": [[2646, 509], [3101, 485], [3105, 559], [2651, 583]]}, {"transcription": "POCHA", "points": [[144, 525], [258, 525], [258, 579], [144, 579]]}]
92.png	[{"transcription": "아주건설", "points": [[709, 84], [3172, 175], [3160, 536], [697, 445]]}, {"transcription": "AJOU", "points": [[51, 277], [454, 277], [454, 368], [51, 368]]}]
93.png	[{"transcription": "탕", "points": [[443, 93], [471, 93], [471, 122], [443, 122]]}, {"transcription": "광주", "points": [[168, 237], [211, 222], [233, 290], [190, 305]]}, {"transcription": "7uue", "points": [[300, 279], [393, 279], [393, 319], [300, 319]]}, {"transcription": "치평", "points": [[71, 460], [633, 460], [633, 729], [71, 729]]}, {"transcription": "헤추커점", "points": [[104, 684], [609, 684], [609, 2172], [104, 2172]]}]
94.png	[{"transcription": "제정o행복을 기술6점yurohoo k", "points": [[23, 36], [620, 43], [619, 101], [22, 94]]}, {"transcription": "한국수사원공사", "points": [[1240, 83], [2455, 119], [2449, 275], [1234, 240]]}, {"transcription": "K water", "points": [[569, 132], [1116, 155], [1109, 282], [562, 259]]}, {"transcription": "영점유억본부", "points": [[2637, 137], [3382, 137], [3382, 261], [2637, 261]]}, {"transcription": "영산강성진강", "points": [[2991, 293], [3364, 293], [3364, 375], [2991, 375]]}]
95.png	[{"transcription": "S#fATAFo", "points": [[47, 325], [149, 323], [174, 1273], [71, 1275]]}]
96.png	[{"transcription": "A", "points": [[139, 125], [205, 164], [182, 202], [116, 162]]}, {"transcription": "문건철의관", "points": [[202, 118], [932, 557], [878, 668], [134, 230]]}]
97.png	[{"transcription": "전문건설회관", "points": [[34, 103], [933, 33], [943, 183], [44, 253]]}]
98.png	[{"transcription": "종합법닭사무소", "points": [[868, 55], [1301, 16], [1310, 111], [877, 150]]}, {"transcription": "바른길", "points": [[545, 74], [851, 49], [860, 169], [555, 193]]}, {"transcription": "곰f탕G", "points": [[0, 98], [169, 112], [157, 263], [0, 249]]}, {"transcription": "S내무내식 유완", "points": [[140, 119], [550, 84], [558, 184], [148, 219]]}, {"transcription": "TF", "points": [[224, 156], [231, 156], [231, 166], [224, 166]]}, {"transcription": "T381-0050", "points": [[923, 152], [1261, 122], [1266, 176], [927, 206]]}]
99.png	[{"transcription": "한국방송광고진흥공시", "points": [[387, 212], [1351, 37], [1371, 142], [406, 317]]}, {"transcription": "Kkobace", "points": [[8, 286], [435, 211], [453, 306], [25, 381]]}]
